country,year,children,child_mortality,income,life,population,continent
Pakistan,1976,6.61,173.0,1950.0,58.3,68800000,Asia
Palau,1976,,44.3,37100.0,,12800,Oceania
Panama,1976,4.4,49.5,6070.0,72.8,1790000,North America
Papua New Guinea,1976,5.95,120.0,2180.0,53.6,3220000,Oceania
Paraguay,1976,5.2,71.8,4750.0,70.6,2860000,South America
Peru,1976,5.58,138.0,7340.0,63.4,15800000,South America
Philippines,1976,5.61,81.9,3980.0,64.3,42400000,Asia
Poland,1976,2.22,27.0,11700.0,71.0,34300000,Europe
Portugal,1976,2.65,39.4,12300.0,69.9,9300000,Europe
Qatar,1976,6.33,44.6,174000.0,66.1,174000,Asia
Romania,1976,2.58,40.7,9610.0,70.4,21900000,Europe
Russian Federation,1976,1.95,30.2,18800.0,68.0,135000000,Asia
Rwanda,1976,8.4,251.0,839.0,47.9,4510000,Africa
Saint Kitts and Nevis,1976,,59.0,6080.0,,44100,North America
Saint Lucia,1976,5.35,41.4,4820.0,66.2,111000,North America
Saint Vincent and the Grenadines,1976,4.75,74.2,3030.0,67.5,96700,North America
Samoa,1976,6.66,68.6,3550.0,67.7,152000,Oceania
San Marino,1976,,28.2,35000.0,,20100,Europe
Sao Tome and Principe,1976,6.52,89.0,2440.0,62.1,85500,Africa
Saudi Arabia,1976,7.31,123.0,57800.0,68.9,7800000,Asia
Senegal,1976,7.29,242.0,2450.0,50.7,5060000,Africa
Serbia,1976,2.37,47.8,13800.0,69.6,8580000,Europe
Seychelles,1976,4.62,45.9,8740.0,69.6,61000,Africa
Sierra Leone,1976,6.63,303.0,1330.0,47.1,3100000,Africa
Singapore,1976,2.1,15.9,14300.0,71.2,2290000,Asia
Slovakia,1976,2.48,33.5,12300.0,70.4,4800000,Europe
Slovenia,1976,2.18,19.2,17200.0,69.9,1760000,Europe
Solomon Islands,1976,7.18,67.6,1040.0,57.0,201000,Oceania
Somalia,1976,7.02,217.0,1030.0,47.6,4280000,Africa
South Africa,1976,5.2,114.0,10600.0,59.6,25800000,Africa
South Sudan,1976,6.93,307.0,2740.0,50.0,4040000,Africa
Spain,1976,2.68,20.2,15800.0,73.8,36300000,Europe
Sri Lanka,1976,3.71,62.4,2280.0,63.8,14000000,Asia
Sudan,1976,6.93,150.0,2430.0,54.0,12600000,Africa
Suriname,1976,4.53,67.0,10000.0,63.9,358000,South America
Swaziland,1976,6.79,138.0,4670.0,55.5,516000,Africa
Sweden,1976,1.68,9.83,24700.0,75.3,8220000,Europe
Switzerland,1976,1.61,12.9,39200.0,75.3,6340000,Europe
Syria,1976,7.42,75.1,4430.0,66.5,7790000,Asia
Tajikistan,1976,6.2,137.0,5200.0,60.8,3490000,Asia
Tanzania,1976,6.74,191.0,1740.0,54.6,16400000,Africa
Thailand,1976,4.26,73.5,2960.0,65.5,43400000,Asia
Togo,1976,7.29,195.0,1680.0,54.5,2460000,Africa
Tonga,1976,5.44,35.2,1920.0,68.3,89200,Oceania
Trinidad and Tobago,1976,3.29,44.7,11900.0,67.6,1030000,North America
Tunisia,1976,5.89,125.0,4310.0,63.6,5790000,Africa
Turkey,1976,4.92,153.0,7860.0,59.6,40200000,Asia
Turkmenistan,1976,5.8,139.0,10000.0,61.4,2590000,Asia
Tuvalu,1976,,76.8,2610.0,,6320,Oceania
US,1976,1.74,17.9,27000.0,73.0,221000000,North America
Uganda,1976,7.1,204.0,1090.0,49.8,11000000,Africa
Ukraine,1976,2.02,29.5,10100.0,69.7,49000000,Europe
United Arab Emirates,1976,5.97,53.5,161000.0,67.4,638000,Asia
United Kingdom,1976,1.78,17.2,19300.0,72.8,56200000,Europe
Uruguay,1976,2.95,54.3,8570.0,69.2,2840000,South America
Uzbekistan,1976,5.7,130.0,4580.0,66.6,14200000,Asia
Vanuatu,1976,5.86,84.7,2080.0,59.8,103000,Oceania
Venezuela,1976,4.57,51.6,19100.0,67.8,13600000,South America
Vietnam,1976,5.8,74.7,1170.0,63.7,49800000,Asia
Yemen,1976,8.38,259.0,3090.0,49.6,6970000,Asia
Zambia,1976,7.32,154.0,3160.0,56.2,5110000,Africa
Zimbabwe,1976,7.37,113.0,2550.0,58.0,6500000,Africa
Afghanistan,1977,7.45,263.0,2040.0,47.5,13200000,Asia
Albania,1977,3.97,97.4,4120.0,70.8,2520000,Europe
Algeria,1977,7.23,184.0,9810.0,61.2,17600000,Africa
Andorra,1977,,19.1,34000.0,77.5,32800,Europe
Angola,1977,7.59,246.0,4960.0,47.3,7530000,Africa
Antigua and Barbuda,1977,2.36,48.0,6970.0,69.5,62200,North America
Argentina,1977,3.39,55.6,14600.0,68.4,26700000,South America
Armenia,1977,2.56,82.4,4250.0,68.7,2940000,Europe
Australia,1977,2.03,15.2,23500.0,73.3,14100000,Oceania
Austria,1977,1.63,19.4,23000.0,72.3,7640000,Europe
Azerbaijan,1977,3.87,112.0,8660.0,66.4,5860000,Europe
Bahamas,1977,3.06,30.8,19300.0,67.9,197000,North America
Bahrain,1977,5.28,39.7,38300.0,69.6,303000,Asia
Bangladesh,1977,6.68,211.0,1110.0,53.0,73500000,Asia
Barbados,1977,2.2,32.3,10100.0,71.7,249000,North America
Belarus,1977,2.11,22.0,6940.0,71.5,9380000,Europe
Belgium,1977,1.73,16.7,22700.0,72.7,9820000,Europe
Belize,1977,6.2,72.6,3700.0,69.0,137000,North America
Benin,1977,6.98,228.0,1280.0,50.0,3430000,Africa
Bhutan,1977,6.67,217.0,1110.0,52.0,371000,Asia
Bolivia,1977,5.9,184.0,4530.0,54.1,5230000,South America
Bosnia and Herzegovina,1977,2.32,45.1,3390.0,70.1,4060000,Europe
Botswana,1977,6.39,85.3,3030.0,59.6,801000,Africa
Brazil,1977,4.34,109.0,9490.0,63.7,112000000,South America
Brunei,1977,4.88,30.1,136000.0,66.3,175000,Asia
Bulgaria,1977,2.18,27.1,9990.0,71.3,8800000,Europe
Burkina,1977,6.98,264.0,715.0,46.9,6400000,Africa
Burma (Myanmar),1977,5.23,150.0,747.0,50.8,32000000,Asia
Burundi,1977,7.41,247.0,925.0,46.3,3850000,Africa
CZ,1977,2.34,24.8,15900.0,70.3,10200000,Europe
Cambodia,1977,5.56,260.0,702.0,24.6,7200000,Asia
Cameroon,1977,6.49,189.0,2540.0,53.6,7890000,Africa
Canada,1977,1.74,15.1,25500.0,74.2,23600000,North America
Cape Verde,1977,6.65,102.0,1310.0,65.7,273000,Africa
Central African Republic,1977,5.95,195.0,1380.0,47.8,2040000,Africa
Chad,1977,6.86,244.0,1190.0,51.2,4260000,Africa
Chile,1977,2.99,48.8,6520.0,67.8,10900000,South America
China,1977,2.87,74.5,909.0,65.2,958000000,Asia
Colombia,1977,4.28,69.9,6050.0,67.9,25200000,South America
Comoros,1977,7.08,193.0,1860.0,53.1,276000,Africa
Congo,1977,6.36,118.0,3550.0,51.5,1630000,Africa
Costa Rica,1977,3.7,33.9,7600.0,73.0,2210000,North America
Croatia,1977,2.01,26.5,16800.0,70.1,4540000,Europe
Cuba,1977,2.33,25.9,5700.0,73.7,9650000,North America
Cyprus,1977,2.31,24.8,10400.0,73.1,666000,Europe
Denmark,1977,1.66,11.1,26600.0,74.3,5100000,Europe
Djibouti,1977,6.67,168.0,3890.0,60.1,277000,Africa
Dominica,1977,,24.6,3430.0,72.3,73400,North America
Dominican Republic,1977,4.85,97.4,5110.0,69.0,5410000,North America
East Timor,1977,4.51,240.0,1430.0,46.7,620000,Asia
Ecuador,1977,5.13,105.0,7170.0,66.8,7380000,South America
Egypt,1977,5.73,196.0,4380.0,55.4,40300000,Africa
El Salvador,1977,5.49,122.0,5730.0,64.1,4340000,North America
Equatorial Guinea,1977,5.8,225.0,3810.0,47.3,242000,Africa
Eritrea,1977,6.63,201.0,1200.0,44.8,1590000,Africa
Estonia,1977,2.08,23.6,11300.0,69.5,1440000,Europe
Ethiopia,1977,7.2,243.0,751.0,43.7,33600000,Africa
Fiji,1977,3.99,50.7,4830.0,67.5,598000,Oceania
Finland,1977,1.69,10.6,19000.0,72.5,4750000,Europe
France,1977,1.92,13.9,23100.0,73.7,53200000,Europe
Gabon,1977,5.57,131.0,28000.0,57.1,676000,Africa
Gambia,1977,6.33,250.0,1550.0,56.1,577000,Africa
Georgia,1977,2.41,66.3,7690.0,68.2,4930000,Europe
Germany,1977,1.5,18.3,26000.0,72.5,78700000,Europe
Ghana,1977,6.72,176.0,2000.0,57.4,10400000,Africa
Greece,1977,2.44,23.8,16500.0,75.9,9250000,Europe
Grenada,1977,4.34,42.3,3910.0,68.0,90200,North America
Guatemala,1977,6.48,136.0,5850.0,56.5,6770000,North America
Guinea,1977,6.44,299.0,1250.0,46.8,4630000,Africa
Guinea-Bissau,1977,6.25,269.0,1570.0,45.2,772000,Africa
Guyana,1977,4.17,71.7,3990.0,63.5,762000,South America
Haiti,1977,5.78,205.0,2440.0,49.4,5290000,North America
Honduras,1977,6.65,109.0,3550.0,63.0,3350000,North America
Hungary,1977,2.2,29.1,15700.0,69.7,10600000,Europe
Iceland,1977,2.49,11.5,21300.0,75.8,222000,Europe
India,1977,5.03,185.0,1310.0,53.1,652000000,Asia
Indonesia,1977,4.81,132.0,3020.0,57.8,137000000,Asia
Iran,1977,6.29,133.0,23800.0,66.3,34800000,Asia
Iraq,1977,6.83,82.1,28400.0,63.4,12500000,Asia
Ireland,1977,3.34,18.0,14900.0,72.1,3240000,Europe
Israel,1977,3.51,21.8,15200.0,74.1,3470000,Asia
Italy,1977,1.94,19.5,22000.0,73.5,55800000,Europe
Jamaica,1977,4.12,44.8,6680.0,71.9,2080000,North America
Japan,1977,1.89,11.8,19400.0,75.6,115000000,Asia
Jordan,1977,7.46,63.6,5830.0,64.9,2180000,Asia
Kazakhstan,1977,3.28,74.7,13300.0,66.0,14400000,Asia
Kenya,1977,7.7,123.0,2170.0,61.0,14600000,Africa
Kiribati,1977,5.03,123.0,4930.0,58.2,56800,Oceania
"Korea, North",1977,3.03,48.7,2160.0,70.5,16800000,Asia
"Korea, South",1977,3.05,41.8,5110.0,65.8,36500000,Asia
Kuwait,1977,5.77,44.9,107000.0,69.4,1150000,Asia
Kyrgyzstan,1977,4.66,108.0,4090.0,63.0,3410000,Asia
Laos,1977,6.14,219.0,1150.0,46.1,3140000,Asia
Latvia,1977,1.92,26.0,11800.0,69.5,2490000,Europe
Lebanon,1977,4.27,54.5,8390.0,53.6,2600000,Asia
Lesotho,1977,5.71,143.0,1090.0,57.6,1230000,Africa
Liberia,1977,6.93,254.0,1380.0,49.8,1690000,Africa
Libya,1977,7.74,83.5,40900.0,68.7,2870000,Africa
Liechtenstein,1977,,25.2,,,24500,Europe
Lithuania,1977,2.13,22.2,13300.0,70.9,3350000,Europe
Luxembourg,1977,1.5,15.1,30200.0,72.2,359000,Europe
Macedonia,1977,2.56,65.6,9380.0,70.5,1850000,Europe
Madagascar,1977,6.98,167.0,2180.0,53.7,8000000,Africa
Malawi,1977,7.59,285.0,854.0,47.3,5720000,Africa
Malaysia,1977,4.25,37.3,6060.0,67.2,12800000,Asia
Maldives,1977,6.94,178.0,2400.0,47.3,145000,Asia
Mali,1977,7.15,322.0,1110.0,42.8,6710000,Africa
Malta,1977,2.09,19.2,8390.0,71.7,325000,Europe
Marshall Islands,1977,,67.9,2330.0,61.5,27500,Oceania
Mauritania,1977,6.6,179.0,2990.0,55.2,1410000,Africa
Mauritius,1977,3.07,50.7,5120.0,64.6,922000,Africa
Mexico,1977,5.59,83.7,10700.0,65.2,62900000,North America
Micronesia,1977,6.49,63.6,2640.0,61.4,66100,Oceania
Moldova,1977,2.46,54.5,6620.0,65.2,3910000,Europe
Monaco,1977,,9.29,33100.0,,25800,Europe
Mongolia,1977,6.78,175.0,3740.0,57.2,1560000,Asia
Montenegro,1977,2.34,31.4,16600.0,72.9,566000,Europe
Morocco,1977,5.97,153.0,3210.0,58.6,18600000,Africa
Mozambique,1977,6.59,265.0,414.0,49.4,10700000,Africa
Namibia,1977,6.62,103.0,6540.0,59.4,993000,Africa
Nauru,1977,,81.3,47600.0,,7400,Oceania
Nepal,1977,5.8,227.0,1010.0,51.8,14000000,Asia
Netherlands,1977,1.58,12.1,26100.0,75.2,13900000,Europe
New Zealand,1977,2.32,17.1,20500.0,72.2,3120000,Oceania
Nicaragua,1977,6.42,131.0,7160.0,64.6,2990000,North America
Niger,1977,7.74,331.0,1090.0,42.6,5490000,Africa
Nigeria,1977,6.76,229.0,3960.0,54.2,67200000,Africa
Norway,1977,1.75,11.5,35200.0,75.1,4040000,Europe
Oman,1977,8.02,144.0,24100.0,57.6,978000,Asia
Pakistan,1977,6.6,171.0,1980.0,58.5,71000000,Asia
Palau,1977,,43.4,35300.0,,12600,Oceania
Panama,1977,4.26,47.8,5980.0,73.4,1840000,North America
Papua New Guinea,1977,5.9,116.0,2180.0,53.7,3300000,Oceania
Paraguay,1977,5.19,70.4,5220.0,70.9,2940000,South America
Peru,1977,5.45,135.0,7150.0,64.0,16300000,South America
Philippines,1977,5.51,81.6,4080.0,64.9,43600000,Asia
Poland,1977,2.23,26.3,11800.0,70.8,34600000,Europe
Portugal,1977,2.57,35.7,12900.0,70.1,9430000,Europe
Qatar,1977,6.2,42.2,153000.0,66.6,182000,Asia
Romania,1977,2.54,38.6,10100.0,69.8,22100000,Europe
Russian Federation,1977,1.92,29.4,19200.0,68.0,135000000,Asia
Rwanda,1977,8.43,251.0,855.0,48.2,4660000,Africa
Saint Kitts and Nevis,1977,,57.0,6500.0,,43900,North America
Saint Lucia,1977,5.22,38.0,5210.0,66.5,113000,North America
Saint Vincent and the Grenadines,1977,4.54,69.9,3100.0,67.9,97700,North America
Samoa,1977,6.55,64.3,3490.0,68.1,153000,Oceania
San Marino,1977,,26.1,35800.0,,20400,Europe
Sao Tome and Principe,1977,6.5,89.3,2900.0,62.6,88100,Africa
Saudi Arabia,1977,7.3,115.0,62300.0,69.5,8210000,Asia
Senegal,1977,7.3,231.0,2330.0,51.3,5180000,Africa
Serbia,1977,2.37,46.1,14800.0,69.7,8660000,Europe
Seychelles,1977,4.41,41.4,9330.0,70.0,62500,Africa
Sierra Leone,1977,6.64,299.0,1300.0,47.3,3170000,Africa
Singapore,1977,1.95,15.3,15300.0,71.5,2310000,Asia
Slovakia,1977,2.47,29.5,12700.0,70.5,4850000,Europe
Slovenia,1977,2.17,18.9,18400.0,70.1,1780000,Europe
Solomon Islands,1977,7.1,63.2,1150.0,57.2,208000,Oceania
Somalia,1977,7.01,214.0,1050.0,50.1,4800000,Africa
South Africa,1977,5.11,108.0,10400.0,59.8,26500000,Africa
South Sudan,1977,6.91,304.0,3070.0,50.3,4140000,Africa
Spain,1977,2.59,18.7,16200.0,74.1,36700000,Europe
Sri Lanka,1977,3.63,59.7,2390.0,64.6,14300000,Asia
Sudan,1977,6.92,149.0,2720.0,54.4,13000000,Africa
Suriname,1977,4.34,65.7,11100.0,64.0,358000,South America
Swaziland,1977,6.76,132.0,4570.0,56.1,532000,Africa
Sweden,1977,1.65,9.39,24200.0,75.5,8250000,Europe
Switzerland,1977,1.57,12.1,40200.0,75.6,6320000,Europe
Syria,1977,7.36,71.2,4230.0,66.9,8060000,Asia
Tajikistan,1977,6.03,133.0,5070.0,61.5,3590000,Asia
Tanzania,1977,6.73,187.0,1740.0,55.0,16900000,Africa
Thailand,1977,4.03,70.0,3190.0,65.8,44400000,Asia
Togo,1977,7.28,190.0,1710.0,54.9,2520000,Africa
Tonga,1977,5.47,33.6,1990.0,68.3,90300,Oceania
Trinidad and Tobago,1977,3.27,43.4,12400.0,67.9,1040000,North America
Tunisia,1977,5.73,117.0,4350.0,64.3,5920000,Africa
Turkey,1977,4.79,147.0,8090.0,60.6,41100000,Asia
Turkmenistan,1977,5.65,136.0,9950.0,61.9,2660000,Asia
Tuvalu,1977,,73.5,2660.0,,6650,Oceania
US,1977,1.78,17.1,27900.0,73.3,223000000,North America
Uganda,1977,7.1,208.0,1080.0,50.0,11400000,Africa
Ukraine,1977,2.0,28.9,10100.0,69.4,49300000,Europe
United Arab Emirates,1977,5.84,48.3,163000.0,67.9,735000,Asia
United Kingdom,1977,1.74,16.4,19800.0,73.1,56200000,Europe
Uruguay,1977,2.91,52.0,8660.0,69.3,2860000,South America
Uzbekistan,1977,5.55,128.0,4500.0,66.9,14600000,Asia
Vanuatu,1977,5.79,80.9,2000.0,60.1,106000,Oceania
Venezuela,1977,4.48,49.8,19700.0,68.5,14000000,South America
Vietnam,1977,5.61,73.2,1180.0,64.0,50900000,Asia
Yemen,1977,8.5,246.0,3330.0,50.7,7180000,Asia
Zambia,1977,7.28,154.0,2920.0,56.3,5290000,Africa
Zimbabwe,1977,7.33,112.0,2310.0,57.6,6710000,Africa
Afghanistan,1978,7.45,257.0,2130.0,45.9,13300000,Asia
Albania,1978,3.84,95.3,4140.0,71.2,2570000,Europe
Algeria,1978,7.11,173.0,10700.0,61.8,18100000,Africa
Andorra,1978,,18.3,33500.0,77.8,33700,Europe
Angola,1978,7.57,243.0,5070.0,47.4,7790000,Africa
Antigua and Barbuda,1978,2.24,47.0,7200.0,69.8,62000,North America
Argentina,1978,3.39,51.2,13800.0,69.0,27100000,South America
Armenia,1978,2.48,79.1,4170.0,69.0,3000000,Europe
Australia,1978,1.97,14.4,23800.0,73.7,14200000,Oceania
Austria,1978,1.6,18.1,23000.0,72.5,7630000,Europe
Azerbaijan,1978,3.73,112.0,8660.0,66.6,5960000,Europe
Bahamas,1978,3.01,30.4,21500.0,68.1,201000,North America
Bahrain,1978,5.16,36.9,38000.0,70.1,323000,Asia
Bangladesh,1978,6.59,207.0,1150.0,53.3,75500000,Asia
Barbados,1978,2.12,30.4,10700.0,72.1,250000,North America
Belarus,1978,2.1,21.8,7110.0,71.4,9440000,Europe
Belgium,1978,1.69,15.9,23400.0,72.9,9840000,Europe
Belize,1978,6.11,69.8,3930.0,69.2,139000,North America
Benin,1978,7.0,223.0,1230.0,50.4,3520000,Africa
Bhutan,1978,6.64,209.0,1150.0,52.5,383000,Asia
Bolivia,1978,5.76,179.0,4570.0,54.6,5340000,South America
Bosnia and Herzegovina,1978,2.24,42.3,3520.0,70.4,4100000,Europe
Botswana,1978,6.35,80.5,3220.0,60.0,832000,Africa
Brazil,1978,4.26,105.0,9720.0,64.2,115000000,South America
Brunei,1978,4.65,26.2,140000.0,66.3,181000,Asia
Bulgaria,1978,2.17,26.1,10200.0,71.4,8830000,Europe
Burkina,1978,7.04,254.0,781.0,47.4,6530000,Africa
Burma (Myanmar),1978,5.13,147.0,778.0,51.3,32700000,Asia
Burundi,1978,7.42,242.0,947.0,46.5,3950000,Africa
CZ,1978,2.3,22.8,16500.0,70.4,10300000,Europe
Cambodia,1978,5.6,233.0,793.0,24.3,6960000,Asia
Cameroon,1978,6.54,187.0,2600.0,54.1,8120000,Africa
Canada,1978,1.71,14.2,26300.0,74.5,23900000,North America
Cape Verde,1978,6.56,96.6,1400.0,66.5,276000,Africa
Central African Republic,1978,5.95,192.0,1360.0,48.0,2090000,Africa
Chad,1978,6.89,243.0,1170.0,51.4,4340000,Africa
Chile,1978,2.91,41.9,6960.0,68.5,11100000,South America
China,1978,2.74,69.9,1020.0,65.5,972000000,Asia
Colombia,1978,4.18,65.7,6450.0,68.1,25700000,South America
Comoros,1978,7.11,187.0,1890.0,53.4,287000,Africa
Congo,1978,6.32,114.0,3650.0,51.8,1680000,Africa
Costa Rica,1978,3.66,28.7,7780.0,73.6,2260000,North America
Croatia,1978,2.01,25.9,18000.0,70.3,4560000,Europe
Cuba,1978,2.13,24.5,5990.0,73.8,9720000,North America
Cyprus,1978,2.31,23.6,11200.0,73.5,673000,Europe
Denmark,1978,1.67,10.6,26900.0,74.3,5110000,Europe
Djibouti,1978,6.6,163.0,3450.0,60.0,308000,Africa
Dominica,1978,,21.9,3840.0,73.0,74300,North America
Dominican Republic,1978,4.69,93.8,5100.0,69.5,5540000,North America
East Timor,1978,4.51,238.0,1500.0,46.1,610000,Asia
Ecuador,1978,4.99,101.0,7470.0,67.3,7580000,South America
Egypt,1978,5.68,187.0,4550.0,56.3,41300000,Africa
El Salvador,1978,5.37,117.0,5930.0,64.7,4430000,North America
Equatorial Guinea,1978,5.8,222.0,3530.0,47.9,240000,Africa
Eritrea,1978,6.64,197.0,1120.0,45.1,1640000,Africa
Estonia,1978,2.07,23.0,11500.0,69.4,1450000,Europe
Ethiopia,1978,7.23,242.0,726.0,43.6,34000000,Africa
Fiji,1978,3.97,48.7,4840.0,67.4,609000,Oceania
Finland,1978,1.65,9.88,19400.0,73.0,4760000,Europe
France,1978,1.88,13.4,23600.0,74.0,53400000,Europe
Gabon,1978,5.62,126.0,20700.0,57.5,692000,Africa
Gambia,1978,6.34,244.0,1570.0,56.4,597000,Africa
Georgia,1978,2.37,63.8,7730.0,68.6,4960000,Europe
Germany,1978,1.49,17.1,26700.0,72.7,78600000,Europe
Ghana,1978,6.67,172.0,2150.0,57.7,10600000,Africa
Greece,1978,2.39,22.4,17500.0,76.9,9390000,Europe
Grenada,1978,4.3,39.7,4180.0,68.5,89100,North America
Guatemala,1978,6.44,131.0,6010.0,57.2,6930000,North America
Guinea,1978,6.47,294.0,1310.0,47.2,4700000,Africa
Guinea-Bissau,1978,6.32,265.0,1760.0,45.6,772000,Africa
Guyana,1978,4.03,71.2,3890.0,61.3,770000,South America
Haiti,1978,5.87,199.0,2500.0,49.7,5400000,North America
Honduras,1978,6.54,104.0,3750.0,63.7,3460000,North America
Hungary,1978,2.17,26.7,16100.0,69.6,10700000,Europe
Iceland,1978,2.42,10.9,22500.0,76.1,224000,Europe
India,1978,4.96,179.0,1360.0,53.8,667000000,Asia
Indonesia,1978,4.68,128.0,3090.0,58.3,141000000,Asia
Iran,1978,6.35,124.0,20000.0,64.8,36000000,Asia
Iraq,1978,6.75,78.6,32000.0,63.9,12900000,Asia
Ireland,1978,3.22,16.8,15700.0,72.1,3290000,Europe
Israel,1978,3.43,20.2,15700.0,74.4,3550000,Asia
Italy,1978,1.85,18.1,22700.0,73.8,56000000,Europe
Jamaica,1978,3.97,43.5,6660.0,72.2,2110000,North America
Japan,1978,1.84,11.1,20200.0,76.0,116000000,Asia
Jordan,1978,7.39,60.6,6760.0,65.2,2240000,Asia
Kazakhstan,1978,3.22,73.3,13200.0,66.2,14500000,Asia
Kenya,1978,7.62,119.0,2270.0,61.4,15200000,Africa
Kiribati,1978,5.06,122.0,4880.0,59.0,57600,Oceania
"Korea, North",1978,2.9,46.7,2210.0,70.7,17000000,Asia
"Korea, South",1978,2.87,39.9,5500.0,66.5,37000000,Asia
Kuwait,1978,5.6,41.9,108000.0,70.0,1220000,Asia
Kyrgyzstan,1978,4.55,105.0,4040.0,63.5,3480000,Asia
Laos,1978,6.19,217.0,1150.0,46.5,3170000,Asia
Latvia,1978,1.91,24.0,12000.0,69.3,2500000,Europe
Lebanon,1978,4.18,53.1,7980.0,53.7,2600000,Asia
Lesotho,1978,5.67,136.0,1280.0,58.1,1270000,Africa
Liberia,1978,6.95,250.0,1420.0,50.1,1740000,Africa
Libya,1978,7.58,78.8,41100.0,69.5,2980000,Africa
Liechtenstein,1978,,24.6,,,25000,Europe
Lithuania,1978,2.1,21.7,13500.0,70.7,3380000,Europe
Luxembourg,1978,1.48,14.5,31900.0,72.4,361000,Europe
Macedonia,1978,2.53,63.9,10000.0,70.6,1880000,Europe
Madagascar,1978,6.9,169.0,2070.0,54.1,8230000,Africa
Malawi,1978,7.62,273.0,902.0,47.9,5900000,Africa
Malaysia,1978,4.18,34.8,6470.0,67.8,13100000,Asia
Maldives,1978,6.96,168.0,2660.0,44.4,149000,Asia
Mali,1978,7.15,314.0,1070.0,43.5,6830000,Africa
Malta,1978,2.08,18.4,9170.0,71.7,327000,Europe
Marshall Islands,1978,,67.1,2380.0,61.8,28400,Oceania
Mauritania,1978,6.55,174.0,2730.0,55.5,1450000,Africa
Mauritius,1978,2.95,46.1,5220.0,65.3,938000,Africa
Mexico,1978,5.32,80.4,11400.0,66.0,64500000,North America
Micronesia,1978,6.4,61.5,2700.0,61.7,68200,Oceania
Moldova,1978,2.45,53.1,6710.0,65.4,3940000,Europe
Monaco,1978,,9.34,34300.0,,26100,Europe
Mongolia,1978,6.59,174.0,3890.0,57.4,1600000,Asia
Montenegro,1978,2.3,30.9,17400.0,73.1,570000,Europe
Morocco,1978,5.88,146.0,3230.0,59.2,19100000,Africa
Mozambique,1978,6.54,264.0,407.0,49.6,11000000,Africa
Namibia,1978,6.58,103.0,6610.0,59.3,1010000,Africa
Nauru,1978,,80.1,45700.0,,7510,Oceania
Nepal,1978,5.78,221.0,1030.0,52.2,14300000,Asia
Netherlands,1978,1.58,11.6,26600.0,75.3,14000000,Europe
New Zealand,1978,2.19,16.6,20600.0,72.6,3130000,Oceania
Nicaragua,1978,6.33,123.0,6480.0,63.4,3080000,North America
Niger,1978,7.78,327.0,1210.0,42.7,5650000,Africa
Nigeria,1978,6.77,223.0,3630.0,54.6,69300000,Africa
Norway,1978,1.77,10.9,35900.0,75.3,4060000,Europe
Oman,1978,8.14,132.0,22400.0,58.8,1030000,Asia
Pakistan,1978,6.58,168.0,2090.0,58.9,73200000,Asia
Palau,1978,,42.6,35600.0,,12400,Oceania
Panama,1978,4.13,46.2,6460.0,73.8,1880000,North America
Papua New Guinea,1978,5.84,113.0,2340.0,53.7,3390000,Oceania
Paraguay,1978,5.19,68.8,5760.0,71.3,3010000,South America
Peru,1978,5.31,132.0,6970.0,64.3,16700000,South America
Philippines,1978,5.4,81.0,4170.0,65.1,44800000,Asia
Poland,1978,2.25,25.5,12100.0,70.9,34900000,Europe
Portugal,1978,2.49,32.4,13300.0,70.6,9550000,Europe
Qatar,1978,6.07,40.0,157000.0,67.0,192000,Asia
Romania,1978,2.5,37.4,11000.0,69.9,22300000,Europe
Russian Federation,1978,1.9,28.8,19500.0,67.9,136000000,Asia
Rwanda,1978,8.45,245.0,909.0,48.6,4810000,Africa
Saint Kitts and Nevis,1978,,54.9,7040.0,,43700,North America
Saint Lucia,1978,5.06,35.2,5530.0,66.9,114000,North America
Saint Vincent and the Grenadines,1978,4.34,64.5,3380.0,68.5,98700,North America
Samoa,1978,6.43,60.2,3690.0,68.6,154000,Oceania
San Marino,1978,,24.4,36700.0,,20800,Europe
Sao Tome and Principe,1978,6.47,89.6,2880.0,62.9,90800,Africa
Saudi Arabia,1978,7.28,108.0,61600.0,69.9,8650000,Asia
Senegal,1978,7.3,221.0,2190.0,51.8,5310000,Africa
Serbia,1978,2.36,44.6,15500.0,69.8,8750000,Europe
Seychelles,1978,4.2,37.4,10000.0,70.6,63900,Africa
Sierra Leone,1978,6.66,294.0,1320.0,47.4,3240000,Africa
Singapore,1978,1.83,15.2,16600.0,71.8,2340000,Asia
Slovakia,1978,2.44,30.1,12700.0,70.4,4900000,Europe
Slovenia,1978,2.14,18.6,19900.0,70.4,1800000,Europe
Solomon Islands,1978,6.99,59.4,1220.0,58.0,215000,Oceania
Somalia,1978,7.0,211.0,995.0,50.1,5380000,Africa
South Africa,1978,5.02,102.0,10400.0,60.0,27100000,Africa
South Sudan,1978,6.9,301.0,2930.0,50.5,4250000,Africa
Spain,1978,2.48,17.3,16500.0,74.4,37000000,Europe
Sri Lanka,1978,3.56,56.7,2490.0,65.6,14500000,Asia
Sudan,1978,6.89,148.0,2580.0,54.6,13500000,Africa
Suriname,1978,4.18,64.3,11800.0,64.3,358000,South America
Swaziland,1978,6.73,126.0,4490.0,56.6,550000,Africa
Sweden,1978,1.6,9.03,24600.0,75.6,8280000,Europe
Switzerland,1978,1.54,11.4,40200.0,75.7,6300000,Europe
Syria,1978,7.29,67.5,4440.0,67.3,8340000,Asia
Tajikistan,1978,5.89,131.0,4950.0,62.2,3690000,Asia
